fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_S_dioxide,total_S_dioxide,density,pH,sulphates,alcohol,quality
7.5,0.58,1.06,6.54,3.07,27,48.3,0.9963,3.28,0.59,12.9,5
7.1,0.72,0.484,1.03,0.474,6,45,0.99627,3.45,0.58,20.1,5
7.9,0.66,0.191,0.608,2,6,48.3,0.99569,3.43,0.58,12.4,5
7.8,0.7,0.264,4.82,0.0862,20,41.4,0.99628,3.4,0.69,3.02,5
6.1,0.64,1.95,2,3.87,26,53.5,0.99358,3.47,0.45,12.3,5
7.5,0.59,2.11,3.06,1.28,43,47.4,0.99499,3.1,0.42,20.3,5
7,0.58,0.453,3.41,0.42,12,45,0.99633,3.32,0.7,8.05,6
6.8,0.64,1.26,5.58,1.04,15,54.2,0.99538,3.44,0.63,2.93,6
6.8,0.64,0.116,4.63,0.25,15,36.8,0.99538,3.44,0.63,9.67,6
8.6,0.635,0.604,2.3,1.78,19,42.1,0.99632,3.02,1.15,13.3,5
6.3,1.02,1.96,1.54,0.304,17,46.6,0.99437,3.59,0.55,12.1,4
9.8,0.45,1.15,6.85,1.93,34,38.7,0.99726,3.15,0.58,11.1,5
8.2,0.78,2.04,1.21,4.25,13,49.3,0.9978,3.37,0.46,8.51,4
8.5,0.37,0.169,0.379,1.2,26,38.4,0.99456,3.38,0.72,13.1,6
7.2,0.57,0.843,2.16,1.7,16,43.3,0.99564,3.38,0.6,26.6,6
7.2,0.57,1.95,4.18,3.13,16,42.4,0.99564,3.38,0.6,10.1,6
10.4,0.43,1.92,1.54,4.23,13,48.9,0.996,3.1,0.87,2.52,6
6.9,0.41,0.373,3.11,0.783,21,50.1,0.99668,3.47,0.55,11.6,6
5.5,0.49,1.28,4.36,0.926,28,45.4,0.9908,3.5,0.82,14,8
5,0.38,3.05,2.71,0.785,26,53.2,0.99084,3.7,0.75,3.87,6
7.3,0.44,2.47,0.359,1.73,24,44.9,0.9935,3.38,0.57,3.23,6
5.9,0.46,0.167,1.95,1.87,25,36.8,0.99385,3.5,0.53,15.7,5
7.5,0.58,2.59,1.41,1.4,34,45.8,0.99494,3.1,0.43,9.87,5
7.8,0.58,0.895,6.27,0.474,17,51.5,0.9944,3.24,0.53,9.52,6
8,0.715,0.865,2.33,0.441,13,44.7,0.99688,3.24,0.54,15.6,6
8.5,0.4,3.22,0.85,0.31,3,50.7,0.99566,3.28,0.56,13.6,4
7,0.69,1.61,5.05,2.08,3,44.8,0.99636,3.35,0.6,5.94,6
8,0.715,2.09,5.76,4.22,13,41.1,0.99688,3.24,0.54,7.11,6
9.8,0.3,2,6.73,0.682,3,38.2,0.9948,3.14,0.57,11.6,7
7.1,0.46,3.02,2.72,2.46,28,50.9,0.9956,3.37,0.64,11,6
7.1,0.46,1.44,3.47,1.6,28,57.2,0.9956,3.37,0.64,23.5,6
7.9,0.765,1.24,5.12,1.05,9,44.7,0.99619,3.33,0.68,12.8,6
8.7,0.63,2.52,0.175,2.18,17,53.1,0.99734,3.26,0.63,7.7,6
7,0.42,2.99,6.87,0.787,18,46.5,0.99476,3.39,0.56,0.917,5
11.3,0.37,0.813,9.44,2.08,20,39,0.99734,3.15,0.57,18.2,5
7.1,0.16,1.01,0.607,1.89,17,39.8,0.99328,3.35,0.54,24.2,6
8,0.6,1.42,2.97,1.08,3,51.3,0.99286,3.22,0.37,11,5
7,0.6,1.84,6.85,0.725,20,46.1,0.99914,3.3,1.17,12.5,5
7,0.6,0.308,4.91,1.83,20,52.8,0.99914,3.3,1.17,9.87,5
7.6,0.74,0.366,3.84,0.672,6,50.4,0.99521,3.36,0.59,13.3,5
8.2,0.635,2,8.87,3.19,25,40.4,0.99638,3.29,0.75,0.937,6
5.9,0.395,1.91,1.15,1.7,14,50.7,0.99362,3.62,0.67,19.8,6
7.5,0.755,3.27,4.46,0.574,6,49.8,0.99672,3.34,0.49,12.2,4
8.2,0.635,1.69,0.228,1.23,25,44.2,0.99638,3.29,0.75,13.8,6
6.6,0.63,2.74,4.12,0.882,51,43.9,0.99558,3.2,0.45,7.96,5
6.6,0.63,2.11,0.561,0.684,51,46,0.99558,3.2,0.45,15.4,5
7.2,0.53,0.735,6.44,0.825,15,45.8,0.99323,3.35,0.61,9.21,6
5.7,0.6,0.642,1.99,0.172,11,43.3,0.99191,3.45,0.56,9.66,6
7.6,1.58,0.509,2.9,0.0493,5,44,0.99476,3.5,0.4,11.4,3
5.2,0.645,0.919,8.42,1.13,15,46,0.99444,3.78,0.61,15.2,6
6.7,0.86,1.12,3.97,1.74,20,48.8,0.99598,3.6,0.74,13.1,6
9.1,0.37,3.11,0.359,1.66,4,43.3,0.99576,3.3,0.8,4.12,6
8,0.28,0.468,4.52,1.06,28,48.2,0.99501,3.36,0.66,10.7,5
7.6,0.79,1.9,0.152,2.65,21,36.9,0.9955,3.12,0.44,0.00266,5
7.5,0.61,2.4,1.24,3.44,24,51.1,0.99612,3.3,0.53,19,5
9.7,0.69,2.43,6.9,1.7,22,47.4,0.9979,3.29,0.62,14.2,5
6.8,0.68,0.107,2.65,0.731,15,41,0.99524,3.41,0.52,9.37,4
9.7,0.69,0.464,3.14,0.952,22,45.4,0.9979,3.29,0.62,5.89,5
7,0.62,1.59,6.99,2.38,27,46.2,0.996,3.28,0.61,10.4,5
7.5,0.61,2.6,6.72,2.95,24,46.9,0.99612,3.3,0.53,6.17,5
6.5,0.51,1.93,2.2,1.43,12,55.4,0.9929,3.33,0.59,8.2,6
8,1.18,1.85,0.839,0.576,14,41.9,0.99532,3.34,0.47,17.9,5
7,0.36,1.35,1.61,3.07,20,45.5,0.99558,3.4,0.54,4.73,6
7,0.36,3.17,1.97,1.81,24,46.5,0.99556,3.4,0.53,22.5,6
7.5,0.63,2,0.354,0.309,17,49.8,0.99616,3.26,0.58,12.9,6
5.4,0.74,0.903,4.56,1.69,16,37.9,0.99258,4.01,0.59,16.3,6
9.9,0.44,2.01,1.56,6.5,10,46.5,0.99638,3.18,0.69,15.6,6
7.5,0.63,1.36,6.56,2.06,17,47.2,0.99616,3.26,0.58,22.7,6
9.1,0.76,2.45,1.18,1.53,18,55,0.99652,2.9,1.33,29,6
9.7,0.66,3.47,3.9,0.797,12,44.2,0.99796,3.26,0.66,3.34,5
5,0.74,0.952,0.838,3.53,16,48,0.99258,4.01,0.59,4.96,6
9.1,0.34,0.35,2.7,1.28,9,43.2,0.99392,3.18,0.55,10.1,5
9.1,0.36,0.735,3.42,1.02,21,41.4,0.99495,3.18,0.82,14.6,7
6.7,0.46,1.04,4.32,2.84,18,48.7,0.9948,3.39,0.6,1.91,6
6.7,0.46,2.17,1.56,1.6,18,48.2,0.9948,3.39,0.6,13.4,6
6.7,0.46,1.63,5.17,0.235,18,52.3,0.9948,3.39,0.6,13.8,6
6.7,0.46,2.22,5.89,2.73,18,49,0.9948,3.39,0.6,1.43,6
6.5,0.52,1.98,1.07,2.61,13,52.6,0.9955,3.34,0.52,19.5,5
7.4,0.6,1.88,5.17,0.469,17,44.6,0.99616,3.29,0.56,16.3,6
7.4,0.6,2.33,0.928,0.132,17,49.1,0.99616,3.29,0.56,0.853,6
7.8,0.87,1.41,1.13,0.18,31,41.6,0.99668,3.26,0.46,4.64,5
8.4,0.39,2.88,7.85,1.81,6,53.6,0.99581,3.09,0.43,14.2,6
9.1,0.775,1.34,0.739,0.533,12,44.3,0.9976,3.18,0.51,6.88,5
7.2,0.835,1.52,2.86,0.84,4,43.8,0.99608,3.39,0.52,15.4,5
6.6,0.58,0.0234,5.67,0.811,19,35.1,0.99387,3.38,0.66,5.72,6
6,0.5,0.781,2.06,0.192,15,49.5,0.99448,3.36,0.45,2.08,5
6,0.5,1.16,1.51,1.82,15,47.6,0.99448,3.36,0.45,14.2,5
6,0.5,1.58,4.24,0.973,15,48.8,0.99448,3.36,0.45,9.89,5
7.5,0.51,0.211,0.375,1.56,13,52,0.99538,3.36,0.54,8.3,6
7.5,0.51,2.36,0.048,0.472,13,38.6,0.99538,3.36,0.54,8.93,6
7.5,0.51,1.36,2.83,2.3,13,41,0.99538,3.36,0.54,12.8,6
7.6,0.54,0.889,5.52,1.97,17,46.1,0.99589,3.37,0.51,12.5,6
7.5,0.51,1.49,1.84,0.195,13,46.2,0.99538,3.36,0.54,3.11,6
11.5,0.42,3.24,1.04,3.6,8,50.7,0.99852,3.09,0.53,9.51,5
8.2,0.44,0.0262,6.36,1.58,10,48.4,0.99613,3.25,0.53,18.3,6
6.1,0.59,0.595,1.89,0.807,5,42.1,0.99472,3.52,0.56,10.7,5
7.2,0.655,1.18,1.93,3.65,7,40.7,0.99587,3.34,0.39,15.4,5
7.2,0.655,0.83,0.944,0.107,7,39.2,0.99587,3.34,0.39,11.6,5
6.9,0.57,1.43,3.46,0.213,21,37,0.99518,3.41,0.52,3.6,5
9,0.6,3.34,3.25,3.58,32,42.5,0.99654,3.34,0.57,15.2,5
7.2,0.62,1.29,2.86,3.16,8,46.4,0.99332,3.32,0.51,0.567,6
7.6,0.645,0.364,1.22,0.547,14,47.6,0.9969,3.37,0.46,5.95,5
7.6,0.645,3.79,0.17,0.535,14,41.4,0.9969,3.37,0.46,1.48,5
7.2,0.58,1.26,6.48,1.81,7,48.2,0.99568,3.35,0.52,2.76,5
6.1,0.32,1.9,5.56,2.24,5,39.4,0.99464,3.36,0.44,5.39,5
6.1,0.34,1.97,1.75,1.2,4,37.2,0.99464,3.36,0.44,2.56,5
7.3,0.43,0.884,2.3,0.597,27,50.3,0.99648,3.6,0.59,12.7,6
7.4,0.64,1.91,0.379,0.567,52,51.2,0.99736,3.28,0.5,10.9,5
11.6,0.475,1.53,7.09,3.09,6,49.4,0.99704,3.07,0.65,1.97,6
9.2,0.54,1.33,0.261,0.632,11,50.1,0.99699,3.24,0.56,13.3,5
8.3,0.85,1.02,2.86,1.33,13,41.3,0.99724,3.36,0.54,5.83,5
11.6,0.475,0.613,8.28,1.84,6,45.8,0.99704,3.07,0.65,9.77,6
8,0.83,0.317,2.03,0.478,11,50.4,0.99652,3.29,0.48,12.7,4
7.2,0.605,0.0274,0.155,0.372,10,48.8,0.995,3.46,0.53,13.1,6
7.8,0.5,3.1,2.77,3.09,10,42.3,0.9971,3.18,0.62,5.5,5
7.3,0.74,0.814,0.344,2.07,10,51.3,0.99576,3.24,0.5,7.51,5
6.9,0.54,1.43,7.38,0.508,9,46.8,0.99725,3.25,1.18,6.18,6
8,0.77,2.26,5.66,2.55,16,41.8,0.99656,3.27,0.5,8.42,6
6.6,0.61,2.69,5.39,0.277,4,48.9,0.99396,3.33,0.37,6.93,4
8.7,0.78,2.48,1.12,0.595,12,46.9,0.99623,3,1.17,15.5,5
7.5,0.58,1.29,0.585,1.29,5,55,0.99476,3.21,1.03,7.01,6
8.7,0.78,1.93,6.24,0.455,12,39.5,0.99623,3,1.17,13.7,5
7.7,0.75,1.51,7.55,1.86,34,55.4,0.99664,3.24,0.45,10,5
6.8,0.815,1.99,4.84,1.5,16,52.3,0.99471,3.32,0.51,5.65,3
7.2,0.56,2.54,4.86,3.62,13,44.5,0.99586,3.26,0.52,17.2,5
8.2,0.885,2.03,4.77,0.599,7,44.8,0.9946,3.11,0.46,9.74,5
5.2,0.49,2.29,1.27,0.671,23,58.5,0.9953,3.71,0.62,21.2,6
7.2,0.45,2.7,4.17,3.92,10,52,0.99609,3.29,0.51,0.264,6
7.5,0.57,0.715,2.77,2.82,11,49.5,0.99557,3.36,0.62,10.1,6
7.5,0.57,0.921,0.0383,1.86,11,42.8,0.99557,3.36,0.62,7.44,6
6.8,0.83,1.24,2.63,1.13,4,52.3,0.99534,3.38,0.45,24.2,5
8,0.6,1.55,2.3,0.34,25,49.4,0.99613,3.3,0.49,7.47,5
8,0.6,0.231,1.39,1.61,25,39.5,0.99613,3.3,0.49,11.1,5
7.1,0.755,4.15,1.73,1.85,20,41.6,0.99593,3.19,0.5,8.48,5
8,0.81,3.02,5.48,1.13,34,44.6,0.99668,3.19,0.42,1.37,5
7.4,0.64,1.54,3.17,1.35,8,54.2,0.9961,3.3,0.58,8.71,5
7.4,0.64,2.68,2.49,1.27,8,46.6,0.9961,3.3,0.58,3.21,5
6.6,0.64,1.37,2.23,0.344,7,43,0.99718,3.35,0.68,6.68,5
6.7,0.48,1.87,7.48,2.49,36,56.1,0.99524,3.1,0.53,13.9,5
6,0.49,2.83,5.43,0.476,15,43.8,0.99292,3.58,0.59,17.9,6
8,0.64,1.83,4.1,2.67,5,43.9,0.99612,3.37,0.58,1.93,5
7.1,0.62,1.23,3.41,2,5,49.6,0.9942,3.17,0.48,7.59,5
8,0.52,0.59,0.337,0.665,19,45.9,0.99612,3.3,0.48,7.43,5
6.4,0.57,2.01,4.31,1.56,27,40,0.99669,3.32,0.48,9.65,5
8.6,0.685,1.32,3.86,1.72,3,51.8,0.99745,3.31,0.65,16.8,6
8.7,0.675,2.59,1.43,1.73,4,50,0.99745,3.31,0.65,23.8,5
7.3,0.59,2.56,1.12,0.398,17,49.8,0.99584,3.28,0.52,10.7,5
7,0.6,2.57,8.68,1.38,13,51.8,0.9966,3.52,0.62,5.53,7
7.2,0.67,1.61,6.27,0.513,10,34,0.9956,3.42,0.72,3.21,6
7.9,0.69,0.179,2.54,0.0384,33,52.3,0.9962,3.25,0.51,5.27,5
7.9,0.69,1.91,6.34,0.368,33,41.3,0.9962,3.25,0.51,2.85,5
7.6,0.3,2.38,0.231,0.705,6,52.6,0.9963,3.44,0.82,20.7,6
7.2,0.33,2.21,2.91,1,3,44.7,0.996,3.23,1.1,14.4,8
8,0.5,3.71,6.96,4.99,12,56.3,0.9985,3.43,0.62,11.1,6
7.7,0.28,2.17,2.26,4.98,18,47,0.9952,3.28,0.9,1.89,7
8.2,0.24,2.64,5.01,3.46,8,43.7,0.9974,3.22,0.94,17.1,6
6,0.51,2.99,6.65,3.02,40,33.8,0.995,3.54,0.93,9.29,6
8.1,0.29,1.51,4.28,1.24,35,44.4,0.995,3.27,1.01,13.8,7
6,0.51,1.28,1.18,3.84,40,48.8,0.995,3.54,0.93,9.65,6
6.6,0.96,0.611,3.71,0.889,5,41.6,0.9936,3.5,0.44,13.9,6
6.4,0.47,1.36,0.00119,2.69,8,52.1,0.9963,3.56,0.73,4.64,6
8.2,0.24,2.25,1.94,4.96,8,44.9,0.9974,3.22,0.94,6.85,6
9.9,0.57,2.09,5.01,0.0306,12,38.4,0.9963,3.04,0.9,5.56,5
10,0.32,2.3,8.89,2.84,3,49.3,0.9994,3.2,0.78,11,5
6.2,0.58,2.21,6.18,3.58,8,42.8,0.9966,3.56,0.84,7.08,5
10,0.32,2.24,0.0451,0.117,3,48.4,0.9994,3.2,0.78,2.27,5
7.3,0.34,2.14,0.935,0.44,21,48,0.9952,3.35,0.77,2.86,7
7.8,0.53,1.38,5.97,0.142,3,46.4,0.995,3.16,0.46,18.8,5
7.7,0.64,2.06,3.75,2.42,32,44.1,0.9956,3.27,0.45,21.3,5
7.8,0.53,1.61,2.66,1.78,3,40.7,0.995,3.16,0.46,6.03,5
7.5,0.4,1.94,1.16,0.133,24,38.6,0.9965,3.34,0.58,2.16,5
7,0.54,1.52,4.58,2.18,39,48.4,0.9956,3.39,0.84,9.85,6
6.4,0.53,0.0712,9.54,0.902,14,48.9,0.9968,3.5,0.67,7.39,4
8.3,0.26,1.23,3.96,1.21,8,41.8,0.9974,3.26,0.7,13.4,6
8.3,0.26,1.92,2.68,0.0923,8,36.6,0.9974,3.26,0.7,5.31,6
7.7,0.23,1.16,3.35,0.248,23,41.1,0.9971,3.41,0.71,12.3,6
7.6,0.41,0.939,3.21,2.43,6,51.9,0.9957,3.3,0.58,3.03,5
7.8,0.64,1.28,3.17,1.29,27,49.5,0.9962,3.31,0.63,15.1,5
7.9,0.18,3.04,1.58,0.696,38,50.3,0.996,3.33,0.93,9.54,5
7.4,0.41,1.51,1.7,0.742,18,39.7,0.9956,3.37,0.62,9.73,5
7.6,0.43,2.48,7.14,0.991,13,44.2,0.9958,3.26,0.54,1.38,6
5.9,0.44,1.49,3.79,3.08,3,47,0.9944,3.48,0.85,13.2,6
6.1,0.4,2.12,4.07,2.4,11,43,0.9955,3.42,0.74,14,7
10.2,0.54,1.39,4.83,0.45,55,51.4,1.00369,3.18,0.77,15.3,6
10.2,0.54,0.259,7.23,1.38,55,51.6,1.00369,3.18,0.77,20.2,6
10,0.38,1.62,7.8,1.23,27,52.1,0.99914,3.15,0.65,5.27,5
6.8,0.915,1.34,1.76,0.284,15,46.3,0.99577,3.53,0.54,16.3,5
7,0.59,0.448,0.423,0.225,3,48.7,0.996,3.41,0.47,11.4,5
7.3,0.67,0.802,5.3,2.72,31,49.2,0.99566,3.32,0.68,6.97,6
7.2,0.37,4.27,1.81,0.548,15,46.4,0.9947,3.23,0.73,4.46,7
7.4,0.785,1.99,0.294,0.416,19,47.9,0.99713,3.16,0.52,7.99,6
6.9,0.63,1.35,2.96,1.72,18,47.7,0.99712,3.4,0.75,9.49,5
6.9,0.58,0.133,1.4,2.65,8,45.7,0.99322,3.38,0.49,0.604,5
7.3,0.67,2.04,4.47,0.0844,31,40.7,0.99566,3.32,0.68,7.42,6
7.4,0.785,2.86,4.31,2.89,19,54.8,0.99713,3.16,0.52,13.2,6
6.9,0.63,0.148,2.73,1.76,18,39,0.99712,3.4,0.75,7.75,5
6.8,0.67,1.64,1.85,0.982,22,39,0.99701,3.4,0.74,3.91,5
6.9,0.58,1.58,2.2,0.657,40,42.9,0.99683,3.4,0.73,13.5,5
7.2,0.38,1.06,4.27,2.76,15,45.8,0.99472,3.23,0.76,8.72,8
7.2,0.37,2.19,1.71,1.79,15,54,0.9947,3.23,0.73,21.4,7
7.8,0.32,1.73,1.08,1.55,8,52.8,0.99732,3.33,0.78,2.18,7
6.6,0.58,2.27,2.4,0.734,37,46.3,0.99374,3.35,0.76,16.9,7
7.6,0.49,0.859,2.67,0.312,27,38,0.99706,3.41,0.58,24.3,5
11.7,0.45,3.66,8.37,0.927,7,40.7,0.99974,3.21,0.69,7.15,6
6.5,0.9,1.33,0.766,0.687,9,47.6,0.99467,3.5,0.63,12.6,6
6,0.54,0.12,1.39,0.314,38,50.3,0.99236,3.3,0.5,6.04,6
7.6,0.49,1.59,0.766,2.36,27,46.1,0.99706,3.41,0.58,12.2,5
8.4,0.29,1.17,0.254,1.21,8,38,0.99603,3.39,0.6,1.91,5
7.9,0.2,3.13,3.27,1.94,7,40.5,0.99458,3.32,0.8,16.4,7
6.4,0.42,1.13,0.742,5.05,34,43.2,0.99724,3.41,0.68,16.3,6
6.2,0.785,0.304,2.01,0.649,6,47.6,0.99664,3.59,0.61,14.5,4
6.8,0.64,1.88,4.35,0.755,14,50,0.99545,3.36,0.58,12.6,6
6.9,0.63,1.76,5.2,2.84,14,39.1,0.99522,3.34,0.53,16.6,6
6.8,0.59,1.57,1.86,0.669,34,35.4,0.9958,3.41,0.67,6,5
6.8,0.59,1.5,3,0.203,34,36.7,0.9958,3.41,0.67,19.8,5
7.3,0.48,2.75,5.57,0.833,31,50.5,0.99728,3.3,0.65,7.26,7
6.7,1.04,2.17,6.26,4.45,19,51.1,0.99648,3.52,0.57,18.2,4
7.3,0.48,1.56,0.859,4.63,31,51.7,0.99728,3.3,0.65,14.8,7
7.3,0.98,0.623,0.546,0.619,20,42.8,0.99705,3.31,0.55,16.2,3
10,0.69,0.608,4.46,2.52,8,45.9,0.99578,2.88,0.47,8.71,5
6.7,0.7,2.5,6.75,1.39,8,43.1,0.99334,3.43,0.52,13.2,5
7.6,0.35,2.06,1.3,0.856,23,43.9,0.99656,3.38,0.79,16.6,6
6.1,0.6,0.653,2.87,1.65,14,51.2,0.99336,3.38,0.54,10.8,5
9.9,0.5,2.31,0.816,0.152,48,47,1.00242,3.16,0.75,9.62,5
5.3,0.47,1.38,2.23,0.179,16,40.6,0.99182,3.54,0.88,17,7
9.9,0.5,2.79,6.22,1.81,48,43,1.00242,3.16,0.75,12.2,5
5.3,0.47,2.17,5.39,3.38,16,46.6,0.99182,3.54,0.88,7.3,7
7.1,0.875,1.72,3.61,0.553,3,46.3,0.99808,3.4,0.52,10.9,3
8.2,0.28,0.386,2.01,0.352,10,45.1,0.99828,3.39,0.68,13.2,5
5.6,0.62,1.82,2.17,0.127,6,52.2,0.99498,3.66,0.62,11.8,4
8.2,0.28,0.373,0.377,0.731,10,46.4,0.99828,3.39,0.68,10.8,5
7.2,0.58,0.776,3.71,2.18,3,48.8,0.99719,3.33,0.57,11.1,4
8.1,0.33,1.04,3.73,1.81,6,55,0.99542,3.35,0.61,15.7,5
6.8,0.91,0.00663,3.52,2.29,4,45.8,0.99592,3.53,0.64,16.4,4
7,0.655,3.02,4.19,0.185,8,53,0.99606,3.37,0.55,12.9,5
6.8,0.68,2.97,5.87,0.00965,9,45.3,0.99546,3.38,0.6,18.2,5
6,0.64,2.33,4.26,0.231,9,39.3,0.99496,3.52,0.78,4.39,5
5.6,0.54,0.373,4.41,1.25,5,53.9,0.9942,3.72,0.58,14.8,5
6.2,0.57,0.29,7.26,1.79,4,46.6,0.99448,3.44,0.76,9.14,6
7.1,0.22,1,5.11,0.479,8,54.5,0.99344,3.39,0.56,8.15,6
5.6,0.54,3.9,9.85,0.999,5,40.7,0.9942,3.72,0.58,9.02,5
6.2,0.65,0.508,2.11,1.9,6,54.3,0.99348,3.57,0.54,20.3,5
7.7,0.54,0.938,2.04,1.99,23,37.6,0.99636,3.26,0.59,14.5,5
6.4,0.31,0.782,1.83,2.89,15,41.4,0.99459,3.42,0.7,2.44,7
7,0.43,0.469,6.14,0.772,15,47.4,0.99492,3.35,0.81,10.8,6
7.7,0.54,1.31,1.59,2.77,23,40.3,0.99636,3.26,0.59,12.1,5
6.9,0.74,1.81,0.281,2.61,7,55.2,0.99508,3.45,0.63,12.2,6
6.6,0.895,3.75,2.05,1.5,7,46.3,0.99582,3.53,0.58,7.44,6
6.9,0.74,3.74,3.12,2.04,7,36.8,0.99508,3.45,0.63,7.77,6
7.5,0.725,1.56,0.844,3.34,8,44.4,0.99508,3.26,0.53,5.15,5
7.8,0.82,0.952,0.83,0.561,21,46.4,0.99642,3.16,0.53,9.92,5
7.3,0.585,4.7,4.85,0.0993,15,53.2,0.99638,3.31,0.54,11.5,5
6.2,0.44,1.05,2.14,2.15,6,49,0.99555,3.51,0.69,8.58,6
7.5,0.38,3.94,0.813,0.202,5,43.9,0.99605,3.36,0.55,19.9,6
6.7,0.76,1.08,7.17,1.97,6,48.8,0.996,3.55,0.63,3.1,3
6.8,0.81,2.31,1.91,2.29,6,54.9,0.99562,3.51,0.66,1.84,6
7.5,0.38,1.34,2.95,0.177,5,56.3,0.99605,3.36,0.55,12.3,6
7.1,0.27,1.49,2.86,0.866,17,50.9,0.99814,3.38,0.72,11.5,6
7.9,0.18,0.153,8.02,5,7,49.1,0.9941,3.28,0.7,4.13,5
6.4,0.36,3.59,2.12,0.676,26,47.5,0.99661,3.47,0.77,6.22,6
7.1,0.69,1.92,5.59,1.17,19,50.3,0.99712,3.44,0.67,9.72,5
6.4,0.79,1.32,4.92,0.503,11,43,0.99588,3.53,0.65,10.3,6
6.4,0.56,1,4.53,1.03,17,49.4,0.99294,3.33,0.6,8.8,6
6.9,0.84,2.96,7.39,1.16,16,52.5,0.99842,3.53,0.72,14.8,6
6.9,0.84,2.6,3.34,1.2,16,41,0.99842,3.53,0.72,10.5,6
6.1,0.32,2.78,0.558,2.71,23,46.3,0.99633,3.42,0.97,19.5,5
6.5,0.53,1.24,2.31,0.139,29,46.3,0.99489,3.38,0.83,8.25,6
7.4,0.47,2.34,0.675,0.745,7,47,0.99647,3.32,0.63,13.3,5
6.6,0.7,1.06,7.64,0.434,14,48.8,0.99665,3.44,0.58,10.5,5
6.5,0.53,1.67,2.02,3.57,29,42.2,0.99489,3.38,0.83,3.78,6
6.9,0.48,1.78,4.75,5.41,9,42.3,0.99585,3.39,0.43,12.8,4
6.1,0.32,1.68,2.27,0.346,23,50.7,0.99633,3.42,0.97,2.23,5
6.8,0.48,0.588,2.03,1.04,29,44,0.9953,3.34,0.6,6.53,5
6,0.42,0.602,0.528,0.654,22,51.2,0.99522,3.39,0.78,3.87,6
6.7,0.48,1.04,5.11,0.752,18,41.8,0.99552,3.33,0.64,5.04,5
6.8,0.47,1.77,5.93,1.18,18,49.8,0.99553,3.3,0.65,11,6
7.1,0.53,1.76,2.67,1.53,15,44.2,0.9951,3.29,0.66,0.417,6
7.9,0.29,2.99,0.558,0.1,21,46.4,0.99714,3.31,0.67,9.2,6
7.1,0.69,0.281,2.89,0.892,42,51.8,0.99608,3.42,0.6,16.1,6
6.6,0.44,2.88,2.01,0.105,9,54.2,0.99444,3.42,0.69,3.24,6
6.1,0.705,2.47,2.21,0.838,13,43,0.99631,3.6,0.66,12.5,5
7.2,0.53,3.56,2.44,2.14,18,46,0.99573,3.21,0.68,7.55,6
8,0.39,2.55,3.59,1.59,32,48.7,0.99717,3.39,0.61,9.12,5
6.6,0.56,2.7,1.02,0.415,13,38.7,0.99397,3.42,0.62,3.34,7
7,0.55,0.412,0.715,0.101,15,50.4,0.9959,3.36,0.59,10.7,6
6.1,0.53,0.292,0.728,1.57,24,33.4,0.99528,3.6,0.68,14.9,6
5.4,0.58,2.87,4.86,0.947,20,45.3,0.99484,3.5,0.64,15.4,6
6.2,0.64,1.89,3.74,1.98,15,51.8,0.99538,3.57,0.63,10.4,5
7.2,0.39,1.98,2.95,0.564,34,48.6,0.99714,3.46,0.78,16.3,5
6.2,0.52,2.81,2.91,3.01,11,43,0.99646,3.56,0.63,4.24,6
7.4,0.25,1.54,8.25,0.506,19,45.1,0.99666,3.4,0.76,12.9,7
6.7,0.855,2.81,2.1,1.67,29,45.6,0.99472,3.3,0.56,4.4,6
11.1,0.44,1.71,2.48,0.0807,14,46.3,0.99758,3.25,0.57,16.8,6
8.4,0.37,0.169,1.36,0.112,12,48.6,0.9955,3.17,0.81,10.4,7
6.5,0.63,1.28,0.0993,0.0248,16,45.5,0.99531,3.36,0.64,9.32,6
7,0.57,0.958,0.91,3.06,17,45.2,0.99575,3.36,0.61,15.8,5
6.3,0.6,0.409,4.42,3.72,12,48.9,0.99306,3.55,0.51,6.22,5
11.2,0.4,2.69,5.27,2.24,19,53.8,0.99783,3.1,0.58,9.12,5
7.4,0.36,0.666,0.193,1.23,17,40.3,0.99419,3.24,0.7,17.7,8
7.1,0.68,0.55,0.667,1.05,17,48.4,0.99783,3.45,0.53,17.6,5
7.1,0.67,1.65,5.23,0.329,18,54.2,0.99768,3.44,0.54,17,5
6.3,0.68,3.23,5.57,2.51,32,46.4,0.99586,3.51,0.66,1.94,6
7.3,0.735,4,2.44,3.52,18,49.3,0.99765,3.41,0.6,8.76,5
6.6,0.855,0.548,0.301,1.07,15,45.5,0.99627,3.54,0.6,2.56,6
7,0.56,2.5,4.99,2.04,15,50.5,0.99514,3.44,0.68,1.12,7
6.6,0.88,1.37,7.35,0.949,12,44,0.99636,3.53,0.56,9.16,5
6.6,0.855,0.828,4.58,0.489,15,43.8,0.99627,3.54,0.6,12.3,6
6.9,0.63,1.03,2.11,2.44,66,48.3,0.99787,3.22,0.56,16.9,5
7.8,0.6,0.502,1.24,2,31,37.1,0.99622,3.21,0.52,16.5,5
7.8,0.6,0.708,5.11,1.39,31,48,0.99622,3.21,0.52,17.3,5
7.8,0.6,2.62,1.59,0.528,31,47.1,0.99622,3.21,0.52,13.2,5
7.2,0.695,0.31,4.02,0.276,12,43.8,0.99546,3.29,0.54,13,5
7.2,0.695,0.969,2.95,1.78,12,48.4,0.99546,3.29,0.54,11.5,5
7.2,0.695,2.48,3.29,0.942,12,44.8,0.99546,3.29,0.54,7.72,5
